date,ticker,adj_close
2020-01-09,GILD,80.63
2020-01-09,VRTX,344.83
2020-01-09,REGN,818.80
2020-01-09,BIIB,260.64
2020-01-09,ALNY,173.23
2020-01-09,BMRN,91.04
2020-01-09,SGEN,147.00
2020-01-09,INCY,59.21
2020-01-09,EXEL,20.87
2020-01-09,MRNA,143.45
2020-01-09,BNTX,120.32
2020-01-09,IONS,37.38
2020-01-09,SRPT,124.22
2020-01-09,RARE,35.98
2020-01-09,BLUE,3.90
2020-01-09,FOLD,15.43
2020-01-09,ACAD,20.07
2020-01-09,HALO,46.96
2020-01-09,KRTX,58.03
2020-01-09,IMVT,28.19
2020-01-09,ARWR,29.64
2020-01-09,PCVX,81.83
2020-01-09,BEAM,35.00
2020-01-09,EDIT,12.55
2020-01-10,AMGN,255.34
2020-01-10,GILD,80.57
2020-01-10,VRTX,337.33
2020-01-10,REGN,827.37
2020-01-10,BIIB,263.95
2020-01-10,ALNY,175.76
2020-01-10,BMRN,89.47
2020-01-10,SGEN,150.73
2020-01-10,INCY,59.38
2020-01-10,EXEL,21.39
2020-01-10,MRNA,151.61
2020-01-10,BNTX,123.92
2020-01-10,IONS,37.77
2020-01-10,SRPT,135.04
2020-01-10,RARE,36.42
2020-01-10,BLUE,3.82
2020-01-10,FOLD,15.51
2020-01-10,ACAD,21.12
2020-01-10,HALO,47.21
2020-01-10,KRTX,59.36
2020-01-10,IMVT,29.91
2020-01-10,ARWR,28.98
2020-01-10,PCVX,76.92
2020-01-10,BEAM,35.55
2020-01-10,EDIT,12.71
2020-01-13,AMGN,253.06
2020-01-13,GILD,81.84
2020-01-13,VRTX,341.63
2020-01-13,REGN,809.59
2020-01-13,BIIB,267.32
2020-01-13,ALNY,174.93
2020-01-13,BMRN,86.19
2020-01-13,SGEN,152.31
2020-01-13,INCY,59.31
2020-01-13,EXEL,20.85
2020-01-13,MRNA,155.12
2020-01-13,BNTX,126.87
2020-01-13,IONS,37.02
2020-01-13,SRPT,137.33
2020-01-13,RARE,38.13
2020-01-13,BLUE,3.65
2020-01-13,FOLD,15.76
2020-01-13,ACAD,21.13
2020-01-13,HALO,51.31
2020-01-13,KRTX,54.77
2020-01-13,IMVT,30.99
2020-01-13,ARWR,28.60
2020-01-13,PCVX,76.69
2020-01-13,BEAM,39.24
2020-01-13,EDIT,12.70
2020-01-14,AMGN,261.62
2020-01-14,GILD,81.20
2020-01-14,VRTX,344.23
2020-01-14,REGN,801.17
2020-01-14,BIIB,262.65
2020-01-14,ALNY,175.38
2020-01-14,BMRN,85.60
2020-01-14,SGEN,153.06
2020-01-14,INCY,55.58
2020-01-14,EXEL,22.32
2020-01-14,MRNA,153.89
2020-01-14,BNTX,137.85
2020-01-14,IONS,35.73
2020-01-14,SRPT,139.08
2020-01-14,RARE,43.60
2020-01-14,BLUE,3.46
2020-01-14,FOLD,14.82
2020-01-14,ACAD,20.73
2020-01-14,HALO,52.27
2020-01-14,KRTX,56.42
2020-01-14,IMVT,33.04
2020-01-14,ARWR,28.29
2020-01-14,PCVX,72.43
2020-01-14,BEAM,38.27
2020-01-14,EDIT,13.63
2020-01-15,AMGN,263.50
2020-01-15,GILD,78.35
2020-01-15,VRTX,344.19
2020-01-15,REGN,826.13
2020-01-15,BIIB,276.56
2020-01-15,ALNY,178.27
2020-01-15,BMRN,86.29
2020-01-15,SGEN,148.95
2020-01-15,INCY,54.18
2020-01-15,EXEL,22.37
2020-01-15,MRNA,157.32
2020-01-15,BNTX,141.76
2020-01-15,IONS,35.15
2020-01-15,SRPT,132.81
2020-01-15,RARE,42.13
2020-01-15,BLUE,3.21
2020-01-15,FOLD,15.21
2020-01-15,ACAD,19.06
2020-01-15,HALO,51.65
2020-01-15,KRTX,57.54
2020-01-15,IMVT,35.60
2020-01-15,ARWR,28.40
2020-01-15,PCVX,75.00
2020-01-15,BEAM,37.40
2020-01-15,EDIT,13.01
2020-01-16,AMGN,260.88
2020-01-16,GILD,80.51
2020-01-16,VRTX,351.24
2020-01-16,REGN,835.31
2020-01-16,BIIB,299.53
2020-01-16,ALNY,178.25
2020-01-16,BMRN,87.66
2020-01-16,SGEN,150.03
2020-01-16,INCY,53.84
2020-01-16,EXEL,24.20
2020-01-16,MRNA,167.92
2020-01-16,BNTX,131.76
2020-01-16,IONS,34.67
2020-01-16,SRPT,135.21
2020-01-16,RARE,43.66
2020-01-16,BLUE,2.95
2020-01-16,FOLD,13.85
2020-01-16,ACAD,17.79
2020-01-16,HALO,51.55
2020-01-16,KRTX,57.35
2020-01-16,IMVT,36.26
2020-01-16,ARWR,27.43
2020-01-16,PCVX,71.82
2020-01-16,BEAM,33.21
2020-01-16,EDIT,13.25
2020-01-17,AMGN,262.38
2020-01-17,GILD,81.95
2020-01-17,VRTX,357.00
2020-01-17,REGN,832.14
2020-01-17,BIIB,309.58
2020-01-17,ALNY,177.71
2020-01-17,BMRN,86.24
2020-01-17,SGEN,148.39
2020-01-17,INCY,52.90
2020-01-17,EXEL,22.38
2020-01-17,MRNA,169.04
2020-01-17,BNTX,133.33
2020-01-17,IONS,34.24
2020-01-17,SRPT,131.49
2020-01-17,RARE,44.45
2020-01-17,BLUE,3.25
2020-01-17,FOLD,13.88
2020-01-17,ACAD,17.48
2020-01-17,HALO,50.43
2020-01-17,KRTX,57.24
2020-01-17,IMVT,34.02
2020-01-17,ARWR,27.30
2020-01-17,PCVX,72.01
2020-01-17,BEAM,36.55
2020-01-17,EDIT,13.99
2020-01-20,AMGN,266.51
2020-01-20,GILD,80.91
2020-01-20,VRTX,362.00
2020-01-20,REGN,811.61
2020-01-20,BIIB,311.93
2020-01-20,ALNY,179.94
2020-01-20,BMRN,84.61
2020-01-20,SGEN,154.98
2020-01-20,INCY,53.81
2020-01-20,EXEL,20.90
2020-01-20,MRNA,173.17
2020-01-20,BNTX,130.53
2020-01-20,IONS,34.26
2020-01-20,SRPT,134.07
2020-01-20,RARE,45.28
2020-01-20,BLUE,2.84
2020-01-20,FOLD,13.25
2020-01-20,ACAD,17.96
2020-01-20,HALO,52.97
2020-01-20,KRTX,61.87
2020-01-20,IMVT,37.13
2020-01-20,ARWR,24.79
2020-01-20,PCVX,73.98
2020-01-20,BEAM,32.67
2020-01-20,EDIT,15.33
2020-01-21,AMGN,267.57
2020-01-21,GILD,79.25
2020-01-21,VRTX,376.76
2020-01-21,REGN,823.43
2020-01-21,BIIB,297.12
2020-01-21,ALNY,181.56
2020-01-21,BMRN,83.09
2020-01-21,SGEN,155.44
2020-01-21,INCY,53.07
2020-01-21,EXEL,21.92
2020-01-21,MRNA,162.01
2020-01-21,BNTX,132.53
2020-01-21,IONS,36.45
2020-01-21,SRPT,129.77
2020-01-21,RARE,45.76
2020-01-21,BLUE,2.87
2020-01-21,FOLD,12.89
2020-01-21,ACAD,18.37
2020-01-21,HALO,53.21
2020-01-21,KRTX,59.48
2020-01-21,IMVT,40.46
2020-01-21,ARWR,25.69
2020-01-21,PCVX,73.59
2020-01-21,BEAM,31.50
2020-01-21,EDIT,14.59
2020-01-22,AMGN,272.56
2020-01-22,GILD,79.05
2020-01-22,VRTX,380.45
2020-01-22,REGN,820.42
2020-01-22,BIIB,301.64
2020-01-22,ALNY,181.11
2020-01-22,BMRN,84.71
2020-01-22,SGEN,154.89
2020-01-22,INCY,54.40
2020-01-22,EXEL,22.44
2020-01-22,MRNA,161.10
2020-01-22,BNTX,126.75
2020-01-22,IONS,35.26
2020-01-22,SRPT,126.05
2020-01-22,RARE,43.79
2020-01-22,BLUE,3.02
2020-01-22,FOLD,12.87
2020-01-22,ACAD,19.39
2020-01-22,HALO,57.86
2020-01-22,KRTX,59.60
2020-01-22,IMVT,37.38
2020-01-22,ARWR,25.27
2020-01-22,PCVX,73.43
2020-01-22,BEAM,28.90
2020-01-22,EDIT,14.36
2020-01-23,AMGN,273.79
2020-01-23,GILD,78.40
2020-01-23,VRTX,374.83
2020-01-23,REGN,807.05
2020-01-23,BIIB,315.05
2020-01-23,ALNY,180.45
2020-01-23,BMRN,82.98
2020-01-23,SGEN,153.69
2020-01-23,INCY,55.97
2020-01-23,EXEL,21.92
2020-01-23,MRNA,164.53
2020-01-23,BNTX,131.29
2020-01-23,IONS,36.20
2020-01-23,SRPT,133.23
2020-01-23,RARE,42.76
2020-01-23,BLUE,3.22
2020-01-23,FOLD,12.47
2020-01-23,ACAD,19.13
2020-01-23,HALO,60.53
2020-01-23,KRTX,61.72
2020-01-23,IMVT,37.44
2020-01-23,ARWR,23.94
2020-01-23,PCVX,74.90
2020-01-23,BEAM,27.87
2020-01-23,EDIT,13.55
2020-01-24,AMGN,271.18
2020-01-24,GILD,78.75
2020-01-24,VRTX,359.15
2020-01-24,REGN,813.77
2020-01-24,BIIB,316.36
2020-01-24,ALNY,177.64
2020-01-24,BMRN,85.15
2020-01-24,SGEN,155.83
2020-01-24,INCY,54.96
2020-01-24,EXEL,21.42
2020-01-24,MRNA,169.61
2020-01-24,BNTX,121.26
2020-01-24,IONS,35.79
2020-01-24,SRPT,130.00
2020-01-24,RARE,42.94
2020-01-24,BLUE,3.25
2020-01-24,FOLD,12.50
2020-01-24,ACAD,19.89
2020-01-24,HALO,61.10
2020-01-24,KRTX,60.96
2020-01-24,IMVT,35.22
2020-01-24,ARWR,24.73
2020-01-24,PCVX,76.33
2020-01-24,BEAM,30.08
2020-01-24,EDIT,12.93
2020-01-27,AMGN,271.35
2020-01-27,GILD,78.68
2020-01-27,VRTX,358.74
2020-01-27,REGN,814.28
2020-01-27,BIIB,302.74
2020-01-27,ALNY,181.88
2020-01-27,BMRN,86.57
2020-01-27,SGEN,159.78
2020-01-27,INCY,58.68
2020-01-27,EXEL,21.19
2020-01-27,MRNA,169.27
2020-01-27,BNTX,121.24
2020-01-27,IONS,38.24
2020-01-27,SRPT,121.13
2020-01-27,RARE,43.93
2020-01-27,BLUE,2.96
2020-01-27,FOLD,11.21
2020-01-27,ACAD,18.49
2020-01-27,HALO,57.94
2020-01-27,KRTX,63.76
2020-01-27,IMVT,33.74
2020-01-27,ARWR,24.49
2020-01-27,PCVX,73.25
2020-01-27,BEAM,31.06
2020-01-27,EDIT,12.06
2020-01-28,AMGN,276.76
2020-01-28,GILD,77.28
2020-01-28,VRTX,353.46
2020-01-28,REGN,816.81
2020-01-28,BIIB,302.86
2020-01-28,ALNY,189.28
2020-01-28,BMRN,86.86
2020-01-28,SGEN,155.61
2020-01-28,INCY,57.71
2020-01-28,EXEL,20.78
2020-01-28,MRNA,174.72
2020-01-28,BNTX,123.50
2020-01-28,IONS,38.10
2020-01-28,SRPT,125.46
2020-01-28,RARE,42.94
2020-01-28,BLUE,2.93
2020-01-28,FOLD,11.30
2020-01-28,ACAD,19.49
2020-01-28,HALO,57.77
2020-01-28,KRTX,62.88
2020-01-28,IMVT,32.02
2020-01-28,ARWR,25.27
2020-01-28,PCVX,71.78
2020-01-28,BEAM,31.62
2020-01-28,EDIT,10.67
2020-01-29,AMGN,281.15
2020-01-29,GILD,75.43
2020-01-29,VRTX,348.18
2020-01-29,REGN,836.15
2020-01-29,BIIB,292.70
2020-01-29,ALNY,189.01
2020-01-29,BMRN,87.05
2020-01-29,SGEN,152.26
2020-01-29,INCY,60.05
2020-01-29,EXEL,21.88
2020-01-29,MRNA,159.15
2020-01-29,BNTX,114.48
2020-01-29,IONS,39.19
2020-01-29,SRPT,119.05
2020-01-29,RARE,42.24
2020-01-29,BLUE,2.95
2020-01-29,FOLD,11.62
2020-01-29,ACAD,19.34
2020-01-29,HALO,58.03
2020-01-29,KRTX,60.89
2020-01-29,IMVT,34.14
2020-01-29,ARWR,24.72
2020-01-29,PCVX,72.67
2020-01-29,BEAM,30.71
2020-01-29,EDIT,10.73
2020-01-30,AMGN,280.49
2020-01-30,GILD,75.22
2020-01-30,VRTX,341.33
2020-01-30,REGN,851.13
2020-01-30,BIIB,302.99
2020-01-30,ALNY,190.45
2020-01-30,BMRN,88.67
2020-01-30,SGEN,155.14
2020-01-30,INCY,61.73
2020-01-30,EXEL,22.13
2020-01-30,MRNA,160.61
2020-01-30,BNTX,119.36
2020-01-30,IONS,39.30
2020-01-30,SRPT,114.53
2020-01-30,RARE,42.34
2020-01-30,BLUE,2.61
2020-01-30,FOLD,11.63
2020-01-30,ACAD,19.63
2020-01-30,HALO,60.80
2020-01-30,KRTX,61.34
2020-01-30,IMVT,35.77
2020-01-30,ARWR,24.74
2020-01-30,PCVX,70.10
2020-01-30,BEAM,28.30
2020-01-30,EDIT,10.09
2020-01-31,AMGN,274.80
2020-01-31,GILD,76.08
2020-01-31,VRTX,340.11
2020-01-31,REGN,862.15
2020-01-31,BIIB,303.49
2020-01-31,ALNY,196.17
2020-01-31,BMRN,91.05
2020-01-31,SGEN,153.02
2020-01-31,INCY,61.23
2020-01-31,EXEL,21.73
2020-01-31,MRNA,148.83
2020-01-31,BNTX,123.31
2020-01-31,IONS,40.95
2020-01-31,SRPT,114.61
2020-01-31,RARE,41.45
2020-01-31,BLUE,2.78
2020-01-31,FOLD,10.54
2020-01-31,ACAD,19.76
2020-01-31,HALO,61.18
2020-01-31,KRTX,59.93
2020-01-31,IMVT,38.31
2020-01-31,ARWR,25.84
2020-01-31,PCVX,69.49
2020-01-31,BEAM,28.14
2020-01-31,EDIT,9.85
2020-02-03,AMGN,272.75
2020-02-03,GILD,74.29
2020-02-03,VRTX,349.70
2020-02-03,REGN,881.99
2020-02-03,BIIB,309.48
2020-02-03,ALNY,190.31
2020-02-03,BMRN,95.81
2020-02-03,SGEN,159.75
2020-02-03,INCY,61.59
2020-02-03,EXEL,21.05
2020-02-03,MRNA,142.96
2020-02-03,BNTX,125.82
2020-02-03,IONS,39.66
2020-02-03,SRPT,114.57
2020-02-03,RARE,43.53
2020-02-03,BLUE,2.52
2020-02-03,FOLD,11.39
2020-02-03,ACAD,20.84
2020-02-03,HALO,58.35
2020-02-03,KRTX,56.43
2020-02-03,IMVT,37.82
2020-02-03,ARWR,24.66
2020-02-03,PCVX,68.89
2020-02-03,BEAM,24.13
2020-02-03,EDIT,9.70
2020-02-04,AMGN,280.18
2020-02-04,GILD,72.81
2020-02-04,VRTX,348.00
2020-02-04,REGN,853.44
2020-02-04,BIIB,314.36
2020-02-04,ALNY,189.26
2020-02-04,BMRN,100.49
2020-02-04,SGEN,160.56
2020-02-04,INCY,60.92
2020-02-04,EXEL,21.47
2020-02-04,MRNA,139.65
2020-02-04,BNTX,117.32
2020-02-04,IONS,40.09
2020-02-04,SRPT,113.88
2020-02-04,RARE,43.90
2020-02-04,BLUE,2.58
2020-02-04,FOLD,11.17
2020-02-04,ACAD,21.16
2020-02-04,HALO,62.25
2020-02-04,KRTX,53.86
2020-02-04,IMVT,41.16
2020-02-04,ARWR,24.41
2020-02-04,PCVX,67.07
2020-02-04,BEAM,27.33
2020-02-04,EDIT,9.78
2020-02-05,AMGN,285.99
2020-02-05,GILD,73.88
2020-02-05,VRTX,336.51
2020-02-05,REGN,856.04
2020-02-05,BIIB,310.17
2020-02-05,ALNY,182.30
2020-02-05,BMRN,96.07
2020-02-05,SGEN,161.00
2020-02-05,INCY,62.01
2020-02-05,EXEL,21.78
2020-02-05,MRNA,137.67
2020-02-05,BNTX,112.57
2020-02-05,IONS,38.72
2020-02-05,SRPT,111.46
2020-02-05,RARE,41.92
2020-02-05,BLUE,2.54
2020-02-05,FOLD,11.16
2020-02-05,ACAD,20.50
2020-02-05,HALO,61.75
2020-02-05,KRTX,52.20
2020-02-05,IMVT,41.20
2020-02-05,ARWR,24.98
2020-02-05,PCVX,67.52
2020-02-05,BEAM,28.02
2020-02-05,EDIT,8.80
2020-02-06,AMGN,284.42
2020-02-06,GILD,74.26
2020-02-06,VRTX,341.03
2020-02-06,REGN,826.29
2020-02-06,BIIB,311.34
2020-02-06,ALNY,188.61
2020-02-06,BMRN,95.68
2020-02-06,SGEN,160.74
2020-02-06,INCY,62.86
2020-02-06,EXEL,21.98
2020-02-06,MRNA,141.80
2020-02-06,BNTX,112.91
2020-02-06,IONS,38.94
2020-02-06,SRPT,108.09
2020-02-06,RARE,41.64
2020-02-06,BLUE,2.73
2020-02-06,FOLD,11.08
2020-02-06,ACAD,20.39
2020-02-06,HALO,60.65
2020-02-06,KRTX,53.97
2020-02-06,IMVT,39.50
2020-02-06,ARWR,26.02
2020-02-06,PCVX,65.34
2020-02-06,BEAM,26.36
2020-02-06,EDIT,8.90
2020-02-07,AMGN,285.03
2020-02-07,GILD,74.66
2020-02-07,VRTX,348.48
2020-02-07,REGN,819.12
2020-02-07,BIIB,314.73
2020-02-07,ALNY,183.95
2020-02-07,BMRN,98.72
2020-02-07,SGEN,163.05
2020-02-07,INCY,63.88
2020-02-07,EXEL,22.14
2020-02-07,MRNA,136.73
2020-02-07,BNTX,110.99
2020-02-07,IONS,39.64
2020-02-07,SRPT,108.11
2020-02-07,RARE,41.93
2020-02-07,BLUE,2.50
2020-02-07,FOLD,11.17
2020-02-07,ACAD,19.90
2020-02-07,HALO,58.20
2020-02-07,KRTX,53.68
2020-02-07,IMVT,35.89
2020-02-07,ARWR,26.86
2020-02-07,PCVX,67.32
2020-02-07,BEAM,26.27
2020-02-07,EDIT,8.36
2020-02-10,AMGN,281.05
2020-02-10,GILD,74.46
2020-02-10,VRTX,331.79
2020-02-10,REGN,822.70
2020-02-10,BIIB,319.89
2020-02-10,ALNY,182.49
2020-02-10,BMRN,97.53
2020-02-10,SGEN,163.78
2020-02-10,INCY,64.57
2020-02-10,EXEL,23.00
2020-02-10,MRNA,136.79
2020-02-10,BNTX,107.10
2020-02-10,IONS,39.02
2020-02-10,SRPT,109.00
2020-02-10,RARE,44.91
2020-02-10,BLUE,2.45
2020-02-10,FOLD,10.70
2020-02-10,ACAD,19.30
2020-02-10,HALO,53.61
2020-02-10,KRTX,54.47
2020-02-10,IMVT,33.50
2020-02-10,ARWR,25.39
2020-02-10,PCVX,62.69
2020-02-10,BEAM,24.63
2020-02-10,EDIT,8.64
2020-02-11,AMGN,275.58
2020-02-11,GILD,72.13
2020-02-11,VRTX,333.17
2020-02-11,REGN,816.85
2020-02-11,BIIB,323.28
2020-02-11,ALNY,186.42
2020-02-11,BMRN,97.54
2020-02-11,SGEN,159.18
2020-02-11,INCY,64.34
2020-02-11,EXEL,23.42
2020-02-11,MRNA,133.15
2020-02-11,BNTX,99.34
2020-02-11,IONS,40.54
2020-02-11,SRPT,107.30
2020-02-11,RARE,44.14
2020-02-11,BLUE,2.45
2020-02-11,FOLD,11.15
2020-02-11,ACAD,19.49
2020-02-11,HALO,52.97
2020-02-11,KRTX,56.09
2020-02-11,IMVT,37.14
2020-02-11,ARWR,26.99
2020-02-11,PCVX,64.20
2020-02-11,BEAM,23.09
2020-02-11,EDIT,10.58
2020-02-12,AMGN,270.68
2020-02-12,GILD,71.65
2020-02-12,VRTX,328.71
2020-02-12,REGN,846.41
2020-02-12,BIIB,326.62
2020-02-12,ALNY,179.12
2020-02-12,BMRN,98.22
2020-02-12,SGEN,161.17
2020-02-12,INCY,63.74
2020-02-12,EXEL,22.43
2020-02-12,MRNA,128.75
2020-02-12,BNTX,97.11
2020-02-12,IONS,40.59
2020-02-12,SRPT,105.18
2020-02-12,RARE,45.65
2020-02-12,BLUE,2.30
2020-02-12,FOLD,10.39
2020-02-12,ACAD,18.99
2020-02-12,HALO,55.73
2020-02-12,KRTX,54.79
2020-02-12,IMVT,41.54
2020-02-12,ARWR,27.61
2020-02-12,PCVX,61.61
2020-02-12,BEAM,22.01
2020-02-12,EDIT,10.72
2020-02-13,AMGN,265.95
2020-02-13,GILD,74.72
2020-02-13,VRTX,322.39
2020-02-13,REGN,859.42
2020-02-13,BIIB,338.47
2020-02-13,ALNY,178.71
2020-02-13,BMRN,95.81
2020-02-13,SGEN,160.28
2020-02-13,INCY,64.44
2020-02-13,EXEL,23.13
2020-02-13,MRNA,129.03
2020-02-13,BNTX,90.25
2020-02-13,IONS,40.67
2020-02-13,SRPT,102.45
2020-02-13,RARE,41.22
2020-02-13,BLUE,2.20
2020-02-13,FOLD,9.80
2020-02-13,ACAD,19.38
2020-02-13,HALO,59.89
2020-02-13,KRTX,59.13
2020-02-13,IMVT,40.40
2020-02-13,ARWR,27.05
2020-02-13,PCVX,63.13
2020-02-13,BEAM,23.28
2020-02-13,EDIT,10.44
2020-02-14,AMGN,265.43
2020-02-14,GILD,77.69
2020-02-14,VRTX,321.89
2020-02-14,REGN,850.59
2020-02-14,BIIB,339.42
2020-02-14,ALNY,181.75
2020-02-14,BMRN,93.39
2020-02-14,SGEN,159.48
2020-02-14,INCY,62.20
2020-02-14,EXEL,22.92
2020-02-14,MRNA,139.87
2020-02-14,BNTX,93.54
2020-02-14,IONS,40.55
2020-02-14,SRPT,98.73
2020-02-14,RARE,40.69
2020-02-14,BLUE,2.34
2020-02-14,FOLD,9.58
2020-02-14,ACAD,20.37
2020-02-14,HALO,56.81
2020-02-14,KRTX,58.46
2020-02-14,IMVT,43.98
2020-02-14,ARWR,24.62
2020-02-14,PCVX,65.78
2020-02-14,BEAM,20.89
2020-02-14,EDIT,10.38
2020-02-17,AMGN,264.80
2020-02-17,GILD,78.85
2020-02-17,VRTX,301.77
2020-02-17,REGN,815.04
2020-02-17,BIIB,334.55
2020-02-17,ALNY,182.09
2020-02-17,BMRN,91.34
2020-02-17,SGEN,158.78
2020-02-17,INCY,60.00
2020-02-17,EXEL,22.61
2020-02-17,MRNA,134.49
2020-02-17,BNTX,94.63
2020-02-17,IONS,41.39
2020-02-17,SRPT,104.48
2020-02-17,RARE,39.54
2020-02-17,BLUE,2.29
2020-02-17,FOLD,9.61
2020-02-17,ACAD,20.17
2020-02-17,HALO,56.74
2020-02-17,KRTX,54.69
2020-02-17,IMVT,44.86
2020-02-17,ARWR,23.62
2020-02-17,PCVX,63.61
2020-02-17,BEAM,19.05
2020-02-17,EDIT,11.09
2020-02-18,AMGN,264.29
2020-02-18,GILD,80.49
2020-02-18,VRTX,303.59
2020-02-18,REGN,784.82
2020-02-18,BIIB,325.42
2020-02-18,ALNY,186.10
2020-02-18,BMRN,89.62
2020-02-18,SGEN,155.05
2020-02-18,INCY,59.69
2020-02-18,EXEL,22.48
2020-02-18,MRNA,128.31
2020-02-18,BNTX,93.03
2020-02-18,IONS,40.71
2020-02-18,SRPT,93.76
2020-02-18,RARE,40.48
2020-02-18,BLUE,2.18
2020-02-18,FOLD,10.11
2020-02-18,ACAD,19.36
2020-02-18,HALO,53.38
2020-02-18,KRTX,57.47
2020-02-18,IMVT,41.37
2020-02-18,ARWR,22.97
2020-02-18,PCVX,64.97
2020-02-18,BEAM,18.69
2020-02-18,EDIT,9.98
2020-02-19,AMGN,265.09
2020-02-19,GILD,80.21
2020-02-19,VRTX,311.57
2020-02-19,REGN,795.29
2020-02-19,BIIB,350.05
2020-02-19,ALNY,177.67
2020-02-19,BMRN,89.60
2020-02-19,SGEN,151.48
2020-02-19,INCY,61.77
2020-02-19,EXEL,23.14
2020-02-19,MRNA,132.61
2020-02-19,BNTX,89.36
2020-02-19,IONS,39.67
2020-02-19,SRPT,86.24
2020-02-19,RARE,43.64
2020-02-19,BLUE,2.24
2020-02-19,FOLD,10.01
2020-02-19,ACAD,20.00
2020-02-19,HALO,54.95
2020-02-19,KRTX,59.88
2020-02-19,IMVT,38.07
2020-02-19,ARWR,22.24
2020-02-19,PCVX,65.45
2020-02-19,BEAM,19.04
2020-02-19,EDIT,10.54
2020-02-20,AMGN,261.13
2020-02-20,GILD,80.40
2020-02-20,VRTX,325.50
2020-02-20,REGN,807.72
2020-02-20,BIIB,357.60
2020-02-20,ALNY,177.71
2020-02-20,BMRN,91.34
2020-02-20,SGEN,157.57
2020-02-20,INCY,61.98
2020-02-20,EXEL,24.15
2020-02-20,MRNA,127.34
